node_id,sensor_timestamp,humidity_percent,raw_value,rssi,voltage,sampling_interval
D4:E9:F4:66:29:A8,2025-12-19T08:59:30.000Z,31.68,3177,-61,4.037,30
70:B8:F6:AE:A8:38,2025-12-19T09:00:00.000Z,32.93,3141,-73,4.015,30
D4:E9:F4:66:29:A8,2025-12-19T09:00:00.000Z,31.7,3177,-73,4.037,30
70:B8:F6:AE:A8:38,2025-12-19T09:00:30.000Z,32.95,3140,-74,4.015,30
D4:E9:F4:66:29:A8,2025-12-19T09:00:30.000Z,31.67,3178,-70,4.037,30
70:B8:F6:AE:A8:38,2025-12-19T09:01:00.000Z,32.98,3140,-72,4.015,30
D4:E9:F4:66:29:A8,2025-12-19T09:01:00.000Z,31.67,3178,-75,4.037,30
70:B8:F6:AE:A8:38,2025-12-19T09:01:30.000Z,32.99,3139,-56,4.015,30
D4:E9:F4:66:29:A8,2025-12-19T09:01:30.000Z,31.67,3178,-62,4.037,30
70:B8:F6:AE:A8:38,2025-12-19T09:02:00.000Z,33,3139,-69,4.015,30
D4:E9:F4:66:29:A8,2025-12-19T09:02:00.000Z,31.67,3178,-58,4.037,30
70:B8:F6:AE:A8:38,2025-12-19T09:02:30.000Z,32.97,3140,-80,4.015,30
D4:E9:F4:66:29:A8,2025-12-19T09:02:30.000Z,31.68,3177,-56,4.037,30
70:B8:F6:AE:A8:38,2025-12-19T09:03:00.000Z,32.98,3140,-77,4.015,30
D4:E9:F4:66:29:A8,2025-12-19T09:03:00.000Z,31.66,3178,-67,4.037,30
70:B8:F6:AE:A8:38,2025-12-19T09:03:30.000Z,32.97,3140,-73,4.015,30
D4:E9:F4:66:29:A8,2025-12-19T09:03:30.000Z,31.67,3178,-79,4.036,30
70:B8:F6:AE:A8:38,2025-12-19T09:04:00.000Z,32.94,3141,-63,4.015,30
D4:E9:F4:66:29:A8,2025-12-19T09:04:00.000Z,31.68,3177,-74,4.036,30
70:B8:F6:AE:A8:38,2025-12-19T09:04:30.000Z,32.97,3140,-57,4.015,30
D4:E9:F4:66:29:A8,2025-12-19T09:04:30.000Z,31.69,3177,-55,4.036,30
70:B8:F6:AE:A8:38,2025-12-19T09:05:00.000Z,32.98,3140,-80,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:05:00.000Z,31.71,3176,-85,4.036,30
70:B8:F6:AE:A8:38,2025-12-19T09:05:30.000Z,33,3139,-75,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:05:30.000Z,31.69,3177,-56,4.036,30
70:B8:F6:AE:A8:38,2025-12-19T09:06:00.000Z,33.02,3139,-70,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:06:00.000Z,31.68,3177,-71,4.036,30
70:B8:F6:AE:A8:38,2025-12-19T09:06:30.000Z,32.99,3139,-71,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:06:30.000Z,31.67,3178,-69,4.036,30
70:B8:F6:AE:A8:38,2025-12-19T09:07:00.000Z,32.99,3139,-58,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:07:00.000Z,31.66,3178,-55,4.036,30
70:B8:F6:AE:A8:38,2025-12-19T09:07:30.000Z,32.98,3140,-63,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:07:30.000Z,31.67,3178,-59,4.036,30
70:B8:F6:AE:A8:38,2025-12-19T09:08:00.000Z,33,3139,-75,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:08:00.000Z,31.66,3178,-73,4.036,30
70:B8:F6:AE:A8:38,2025-12-19T09:08:30.000Z,33.02,3139,-68,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:08:30.000Z,31.63,3179,-67,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:09:00.000Z,33.05,3138,-55,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:09:00.000Z,31.61,3179,-58,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:09:30.000Z,33.03,3138,-72,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:09:30.000Z,31.63,3179,-60,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:10:00.000Z,33.02,3139,-85,4.014,30
D4:E9:F4:66:29:A8,2025-12-19T09:10:00.000Z,31.65,3178,-66,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:10:30.000Z,33.05,3138,-81,4.013,30
D4:E9:F4:66:29:A8,2025-12-19T09:10:30.000Z,31.64,3179,-73,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:11:00.000Z,33.05,3138,-83,4.013,30
D4:E9:F4:66:29:A8,2025-12-19T09:11:00.000Z,31.66,3178,-65,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:11:30.000Z,33.05,3138,-81,4.013,30
D4:E9:F4:66:29:A8,2025-12-19T09:11:30.000Z,31.68,3177,-77,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:12:00.000Z,33.06,3138,-74,4.013,30
D4:E9:F4:66:29:A8,2025-12-19T09:12:00.000Z,31.65,3178,-61,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:12:30.000Z,33.06,3138,-63,4.013,30
D4:E9:F4:66:29:A8,2025-12-19T09:12:30.000Z,31.67,3178,-56,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:13:00.000Z,33.05,3138,-77,4.013,30
D4:E9:F4:66:29:A8,2025-12-19T09:13:00.000Z,31.67,3178,-81,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:13:30.000Z,33.08,3137,-58,4.013,30
D4:E9:F4:66:29:A8,2025-12-19T09:13:30.000Z,31.68,3177,-81,4.035,30
70:B8:F6:AE:A8:38,2025-12-19T09:14:00.000Z,33.09,3137,-55,4.013,30
D4:E9:F4:66:29:A8,2025-12-19T09:14:00.000Z,31.68,3177,-85,4.034,30
70:B8:F6:AE:A8:38,2025-12-19T09:14:30.000Z,33.09,3137,-81,4.012,30
D4:E9:F4:66:29:A8,2025-12-19T09:14:30.000Z,31.69,3177,-58,4.034,30
70:B8:F6:AE:A8:38,2025-12-19T09:15:00.000Z,33.07,3137,-64,4.012,30
D4:E9:F4:66:29:A8,2025-12-19T09:15:00.000Z,31.67,3178,-64,4.034,30
70:B8:F6:AE:A8:38,2025-12-19T09:15:30.000Z,33.06,3138,-68,4.012,30
D4:E9:F4:66:29:A8,2025-12-19T09:15:30.000Z,31.69,3177,-72,4.034,30
70:B8:F6:AE:A8:38,2025-12-19T09:16:00.000Z,33.08,3137,-59,4.012,30
D4:E9:F4:66:29:A8,2025-12-19T09:16:00.000Z,31.71,3177,-76,4.034,30
70:B8:F6:AE:A8:38,2025-12-19T09:16:30.000Z,33.1,3136,-71,4.012,30
D4:E9:F4:66:29:A8,2025-12-19T09:16:30.000Z,31.72,3176,-58,4.034,30
70:B8:F6:AE:A8:38,2025-12-19T09:17:00.000Z,33.1,3136,-58,4.012,30
D4:E9:F4:66:29:A8,2025-12-19T09:17:00.000Z,31.71,3177,-63,4.034,30
70:B8:F6:AE:A8:38,2025-12-19T09:17:30.000Z,33.11,3136,-81,4.012,30
D4:E9:F4:66:29:A8,2025-12-19T09:17:30.000Z,31.7,3177,-58,4.034,30
70:B8:F6:AE:A8:38,2025-12-19T09:18:00.000Z,33.12,3136,-72,4.012,30
D4:E9:F4:66:29:A8,2025-12-19T09:18:00.000Z,31.67,3178,-65,4.034,30
70:B8:F6:AE:A8:38,2025-12-19T09:18:30.000Z,33.11,3136,-85,4.012,30
D4:E9:F4:66:29:A8,2025-12-19T09:18:30.000Z,31.65,3178,-59,4.033,30
70:B8:F6:AE:A8:38,2025-12-19T09:19:00.000Z,33.09,3136,-66,4.012,30
D4:E9:F4:66:29:A8,2025-12-19T09:19:00.000Z,31.67,3178,-85,4.033,30
70:B8:F6:AE:A8:38,2025-12-19T09:19:30.000Z,33.12,3136,-65,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:19:30.000Z,31.69,3177,-56,4.033,30
70:B8:F6:AE:A8:38,2025-12-19T09:20:00.000Z,33.12,3136,-67,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:20:00.000Z,31.7,3177,-75,4.033,30
70:B8:F6:AE:A8:38,2025-12-19T09:20:30.000Z,33.11,3136,-64,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:20:30.000Z,31.67,3178,-61,4.033,30
70:B8:F6:AE:A8:38,2025-12-19T09:21:00.000Z,33.09,3137,-63,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:21:00.000Z,31.67,3178,-59,4.033,30
70:B8:F6:AE:A8:38,2025-12-19T09:21:30.000Z,33.08,3137,-55,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:21:30.000Z,31.69,3177,-84,4.033,30
70:B8:F6:AE:A8:38,2025-12-19T09:22:00.000Z,33.09,3137,-66,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:22:00.000Z,31.71,3177,-82,4.033,30
70:B8:F6:AE:A8:38,2025-12-19T09:22:30.000Z,33.06,3137,-83,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:22:30.000Z,31.69,3177,-59,4.033,30
70:B8:F6:AE:A8:38,2025-12-19T09:23:00.000Z,33.04,3138,-71,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:23:00.000Z,31.71,3177,-58,4.032,30
70:B8:F6:AE:A8:38,2025-12-19T09:23:30.000Z,33.02,3139,-66,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:23:30.000Z,31.68,3177,-68,4.032,30
70:B8:F6:AE:A8:38,2025-12-19T09:24:00.000Z,33.05,3138,-76,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:24:00.000Z,31.69,3177,-77,4.032,30
70:B8:F6:AE:A8:38,2025-12-19T09:24:30.000Z,33.07,3137,-71,4.011,30
D4:E9:F4:66:29:A8,2025-12-19T09:24:30.000Z,31.72,3176,-73,4.032,30
70:B8:F6:AE:A8:38,2025-12-19T09:25:00.000Z,33.06,3137,-75,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:25:00.000Z,31.7,3177,-77,4.032,30
70:B8:F6:AE:A8:38,2025-12-19T09:25:30.000Z,33.06,3137,-73,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:25:30.000Z,31.68,3177,-55,4.032,30
70:B8:F6:AE:A8:38,2025-12-19T09:26:00.000Z,33.06,3137,-56,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:26:00.000Z,31.67,3178,-65,4.032,30
70:B8:F6:AE:A8:38,2025-12-19T09:26:30.000Z,33.05,3138,-64,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:26:30.000Z,31.69,3177,-64,4.032,30
70:B8:F6:AE:A8:38,2025-12-19T09:27:00.000Z,33.08,3137,-75,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:27:00.000Z,31.68,3178,-67,4.032,30
70:B8:F6:AE:A8:38,2025-12-19T09:27:30.000Z,33.07,3137,-70,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:27:30.000Z,31.69,3177,-55,4.032,30
70:B8:F6:AE:A8:38,2025-12-19T09:28:00.000Z,33.09,3136,-59,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:28:00.000Z,31.68,3177,-59,4.031,30
70:B8:F6:AE:A8:38,2025-12-19T09:28:30.000Z,33.07,3137,-66,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:28:30.000Z,31.66,3178,-71,4.031,30
70:B8:F6:AE:A8:38,2025-12-19T09:29:00.000Z,33.09,3137,-75,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:29:00.000Z,31.67,3178,-65,4.031,30
70:B8:F6:AE:A8:38,2025-12-19T09:29:30.000Z,33.09,3137,-68,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:29:30.000Z,31.66,3178,-81,4.031,30
70:B8:F6:AE:A8:38,2025-12-19T09:30:00.000Z,33.12,3136,-72,4.01,30
D4:E9:F4:66:29:A8,2025-12-19T09:30:00.000Z,31.64,3179,-57,4.031,30
70:B8:F6:AE:A8:38,2025-12-19T09:30:30.000Z,33.1,3136,-61,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:30:30.000Z,31.63,3179,-56,4.031,30
70:B8:F6:AE:A8:38,2025-12-19T09:31:00.000Z,33.11,3136,-69,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:31:00.000Z,31.63,3179,-80,4.031,30
70:B8:F6:AE:A8:38,2025-12-19T09:31:30.000Z,33.12,3136,-66,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:31:30.000Z,31.65,3178,-64,4.031,30
70:B8:F6:AE:A8:38,2025-12-19T09:32:00.000Z,33.09,3136,-76,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:32:00.000Z,31.68,3177,-66,4.031,30
70:B8:F6:AE:A8:38,2025-12-19T09:32:30.000Z,33.12,3136,-64,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:32:30.000Z,31.66,3178,-72,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:33:00.000Z,33.09,3136,-72,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:33:00.000Z,31.66,3178,-72,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:33:30.000Z,33.11,3136,-79,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:33:30.000Z,31.63,3179,-55,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:34:00.000Z,33.08,3137,-69,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:34:00.000Z,31.66,3178,-85,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:34:30.000Z,33.08,3137,-59,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:34:30.000Z,31.68,3177,-71,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:35:00.000Z,33.09,3137,-81,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:35:00.000Z,31.68,3177,-79,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:35:30.000Z,33.11,3136,-82,4.009,30
D4:E9:F4:66:29:A8,2025-12-19T09:35:30.000Z,31.66,3178,-78,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:36:00.000Z,33.14,3135,-80,4.008,30
D4:E9:F4:66:29:A8,2025-12-19T09:36:00.000Z,31.66,3178,-63,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:36:30.000Z,33.15,3135,-62,4.008,30
D4:E9:F4:66:29:A8,2025-12-19T09:36:30.000Z,31.65,3178,-57,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:37:00.000Z,33.14,3135,-73,4.008,30
D4:E9:F4:66:29:A8,2025-12-19T09:37:00.000Z,31.64,3179,-73,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:37:30.000Z,33.13,3135,-78,4.008,30
D4:E9:F4:66:29:A8,2025-12-19T09:37:30.000Z,31.64,3179,-74,4.03,30
70:B8:F6:AE:A8:38,2025-12-19T09:38:00.000Z,33.11,3136,-55,4.008,30
D4:E9:F4:66:29:A8,2025-12-19T09:38:00.000Z,31.62,3179,-60,4.029,30
70:B8:F6:AE:A8:38,2025-12-19T09:38:30.000Z,33.09,3136,-63,4.008,30
D4:E9:F4:66:29:A8,2025-12-19T09:38:30.000Z,31.65,3178,-77,4.029,30
70:B8:F6:AE:A8:38,2025-12-19T09:39:00.000Z,33.1,3136,-61,4.008,30
D4:E9:F4:66:29:A8,2025-12-19T09:39:00.000Z,31.66,3178,-79,4.029,30
70:B8:F6:AE:A8:38,2025-12-19T09:39:30.000Z,33.07,3137,-82,4.008,30
D4:E9:F4:66:29:A8,2025-12-19T09:39:30.000Z,31.64,3179,-83,4.029,30
70:B8:F6:AE:A8:38,2025-12-19T09:40:00.000Z,33.06,3137,-73,4.008,30
D4:E9:F4:66:29:A8,2025-12-19T09:40:00.000Z,31.65,3178,-64,4.029,30
70:B8:F6:AE:A8:38,2025-12-19T09:40:30.000Z,33.08,3137,-58,4.008,30
D4:E9:F4:66:29:A8,2025-12-19T09:40:30.000Z,31.63,3179,-63,4.029,30
70:B8:F6:AE:A8:38,2025-12-19T09:41:00.000Z,33.1,3136,-80,4.007,30
D4:E9:F4:66:29:A8,2025-12-19T09:41:00.000Z,31.63,3179,-64,4.029,30
70:B8:F6:AE:A8:38,2025-12-19T09:41:30.000Z,33.09,3137,-59,4.007,30
D4:E9:F4:66:29:A8,2025-12-19T09:41:30.000Z,31.61,3179,-61,4.029,30
70:B8:F6:AE:A8:38,2025-12-19T09:42:00.000Z,33.1,3136,-58,4.007,30
D4:E9:F4:66:29:A8,2025-12-19T09:42:00.000Z,31.6,3180,-57,4.029,30
70:B8:F6:AE:A8:38,2025-12-19T09:42:30.000Z,33.1,3136,-79,4.007,30
D4:E9:F4:66:29:A8,2025-12-19T09:42:30.000Z,31.58,3180,-82,4.029,30
70:B8:F6:AE:A8:38,2025-12-19T09:43:00.000Z,33.09,3137,-65,4.007,30
D4:E9:F4:66:29:A8,2025-12-19T09:43:00.000Z,31.57,3181,-85,4.028,30
70:B8:F6:AE:A8:38,2025-12-19T09:43:30.000Z,33.08,3137,-73,4.007,30
D4:E9:F4:66:29:A8,2025-12-19T09:43:30.000Z,31.6,3180,-81,4.028,30
70:B8:F6:AE:A8:38,2025-12-19T09:44:00.000Z,33.07,3137,-66,4.007,30
D4:E9:F4:66:29:A8,2025-12-19T09:44:00.000Z,31.57,3181,-75,4.028,30
70:B8:F6:AE:A8:38,2025-12-19T09:44:30.000Z,33.08,3137,-79,4.007,30
D4:E9:F4:66:29:A8,2025-12-19T09:44:30.000Z,31.56,3181,-80,4.028,30
70:B8:F6:AE:A8:38,2025-12-19T09:45:00.000Z,33.1,3136,-70,4.007,30
D4:E9:F4:66:29:A8,2025-12-19T09:45:00.000Z,31.59,3180,-84,4.028,30
70:B8:F6:AE:A8:38,2025-12-19T09:45:30.000Z,33.12,3136,-73,4.007,30
D4:E9:F4:66:29:A8,2025-12-19T09:45:30.000Z,31.57,3180,-77,4.028,30
70:B8:F6:AE:A8:38,2025-12-19T09:46:00.000Z,33.1,3136,-76,4.006,30
D4:E9:F4:66:29:A8,2025-12-19T09:46:00.000Z,31.6,3180,-65,4.028,30
70:B8:F6:AE:A8:38,2025-12-19T09:46:30.000Z,33.1,3136,-70,4.006,30
D4:E9:F4:66:29:A8,2025-12-19T09:46:30.000Z,31.61,3179,-70,4.028,30
70:B8:F6:AE:A8:38,2025-12-19T09:47:00.000Z,33.09,3137,-67,4.006,30
D4:E9:F4:66:29:A8,2025-12-19T09:47:00.000Z,31.59,3180,-76,4.028,30
70:B8:F6:AE:A8:38,2025-12-19T09:47:30.000Z,33.08,3137,-84,4.006,30
D4:E9:F4:66:29:A8,2025-12-19T09:47:30.000Z,31.61,3179,-84,4.028,30
70:B8:F6:AE:A8:38,2025-12-19T09:48:00.000Z,33.07,3137,-60,4.006,30
D4:E9:F4:66:29:A8,2025-12-19T09:48:00.000Z,31.63,3179,-70,4.027,30
70:B8:F6:AE:A8:38,2025-12-19T09:48:30.000Z,33.09,3136,-62,4.006,30
D4:E9:F4:66:29:A8,2025-12-19T09:48:30.000Z,31.61,3179,-67,4.027,30
70:B8:F6:AE:A8:38,2025-12-19T09:49:00.000Z,33.09,3137,-60,4.006,30
D4:E9:F4:66:29:A8,2025-12-19T09:49:00.000Z,31.61,3179,-85,4.027,30
70:B8:F6:AE:A8:38,2025-12-19T09:49:30.000Z,33.07,3137,-60,4.006,30
D4:E9:F4:66:29:A8,2025-12-19T09:49:30.000Z,31.59,3180,-78,4.027,30
70:B8:F6:AE:A8:38,2025-12-19T09:50:00.000Z,33.07,3137,-77,4.006,30
D4:E9:F4:66:29:A8,2025-12-19T09:50:00.000Z,31.6,3180,-70,4.027,30
70:B8:F6:AE:A8:38,2025-12-19T09:50:30.000Z,33.04,3138,-60,4.006,30
D4:E9:F4:66:29:A8,2025-12-19T09:50:30.000Z,31.57,3181,-81,4.027,30
70:B8:F6:AE:A8:38,2025-12-19T09:51:00.000Z,33.07,3137,-82,4.005,30
D4:E9:F4:66:29:A8,2025-12-19T09:51:00.000Z,31.59,3180,-73,4.027,30
70:B8:F6:AE:A8:38,2025-12-19T09:51:30.000Z,33.08,3137,-56,4.005,30
D4:E9:F4:66:29:A8,2025-12-19T09:51:30.000Z,31.56,3181,-68,4.027,30
70:B8:F6:AE:A8:38,2025-12-19T09:52:00.000Z,33.07,3137,-85,4.005,30
D4:E9:F4:66:29:A8,2025-12-19T09:52:00.000Z,31.53,3182,-72,4.027,30
70:B8:F6:AE:A8:38,2025-12-19T09:52:30.000Z,33.04,3138,-84,4.005,30
D4:E9:F4:66:29:A8,2025-12-19T09:52:30.000Z,31.51,3182,-55,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:53:00.000Z,33.01,3139,-70,4.005,30
D4:E9:F4:66:29:A8,2025-12-19T09:53:00.000Z,31.52,3182,-69,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:53:30.000Z,33.04,3138,-84,4.005,30
D4:E9:F4:66:29:A8,2025-12-19T09:53:30.000Z,31.54,3181,-69,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:54:00.000Z,33.03,3138,-68,4.005,30
D4:E9:F4:66:29:A8,2025-12-19T09:54:00.000Z,31.55,3181,-63,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:54:30.000Z,33.01,3139,-74,4.005,30
D4:E9:F4:66:29:A8,2025-12-19T09:54:30.000Z,31.53,3182,-57,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:55:00.000Z,33.04,3138,-67,4.005,30
D4:E9:F4:66:29:A8,2025-12-19T09:55:00.000Z,31.54,3181,-62,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:55:30.000Z,33.03,3138,-71,4.005,30
D4:E9:F4:66:29:A8,2025-12-19T09:55:30.000Z,31.53,3182,-81,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:56:00.000Z,33.04,3138,-75,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T09:56:00.000Z,31.52,3182,-84,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:56:30.000Z,33.03,3138,-68,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T09:56:30.000Z,31.5,3183,-85,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:57:00.000Z,33.01,3139,-76,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T09:57:00.000Z,31.51,3182,-82,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:57:30.000Z,33.01,3139,-72,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T09:57:30.000Z,31.49,3183,-82,4.026,30
70:B8:F6:AE:A8:38,2025-12-19T09:58:00.000Z,33.03,3138,-67,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T09:58:00.000Z,31.47,3184,-57,4.025,30
70:B8:F6:AE:A8:38,2025-12-19T09:58:30.000Z,33.02,3139,-55,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T09:58:30.000Z,31.44,3184,-75,4.025,30
70:B8:F6:AE:A8:38,2025-12-19T09:59:00.000Z,33,3139,-76,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T09:59:00.000Z,31.44,3184,-81,4.025,30
70:B8:F6:AE:A8:38,2025-12-19T09:59:30.000Z,32.99,3139,-67,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T09:59:30.000Z,31.45,3184,-82,4.025,30
70:B8:F6:AE:A8:38,2025-12-19T10:00:00.000Z,32.99,3139,-69,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T10:00:00.000Z,31.46,3184,-67,4.025,30
70:B8:F6:AE:A8:38,2025-12-19T10:00:30.000Z,32.97,3140,-78,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T10:00:30.000Z,31.48,3183,-70,4.025,30
70:B8:F6:AE:A8:38,2025-12-19T10:01:00.000Z,32.96,3140,-60,4.004,30
D4:E9:F4:66:29:A8,2025-12-19T10:01:00.000Z,31.51,3182,-78,4.025,30
70:B8:F6:AE:A8:38,2025-12-19T10:01:30.000Z,32.94,3141,-82,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:01:30.000Z,31.51,3182,-58,4.025,30
70:B8:F6:AE:A8:38,2025-12-19T10:02:00.000Z,32.97,3140,-82,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:02:00.000Z,31.5,3183,-73,4.025,30
70:B8:F6:AE:A8:38,2025-12-19T10:02:30.000Z,32.99,3140,-80,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:02:30.000Z,31.51,3182,-69,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:03:00.000Z,32.99,3140,-63,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:03:00.000Z,31.53,3182,-79,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:03:30.000Z,32.98,3140,-59,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:03:30.000Z,31.5,3182,-70,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:04:00.000Z,32.98,3140,-70,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:04:00.000Z,31.53,3182,-61,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:04:30.000Z,33.01,3139,-82,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:04:30.000Z,31.52,3182,-68,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:05:00.000Z,33,3139,-68,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:05:00.000Z,31.5,3183,-76,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:05:30.000Z,33,3139,-61,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:05:30.000Z,31.52,3182,-70,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:06:00.000Z,33.02,3138,-75,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:06:00.000Z,31.55,3181,-67,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:06:30.000Z,33.03,3138,-58,4.003,30
D4:E9:F4:66:29:A8,2025-12-19T10:06:30.000Z,31.56,3181,-60,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:07:00.000Z,33.04,3138,-73,4.002,30
D4:E9:F4:66:29:A8,2025-12-19T10:07:00.000Z,31.58,3180,-65,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:07:30.000Z,33.02,3138,-58,4.002,30
D4:E9:F4:66:29:A8,2025-12-19T10:07:30.000Z,31.59,3180,-60,4.024,30
70:B8:F6:AE:A8:38,2025-12-19T10:08:00.000Z,33.02,3138,-73,4.002,30
D4:E9:F4:66:29:A8,2025-12-19T10:08:00.000Z,31.6,3180,-75,4.023,30
70:B8:F6:AE:A8:38,2025-12-19T10:08:30.000Z,33.03,3138,-76,4.002,30
D4:E9:F4:66:29:A8,2025-12-19T10:08:30.000Z,31.6,3180,-78,4.023,30
70:B8:F6:AE:A8:38,2025-12-19T10:09:00.000Z,33.03,3138,-62,4.002,30
D4:E9:F4:66:29:A8,2025-12-19T10:09:00.000Z,31.62,3179,-56,4.023,30
70:B8:F6:AE:A8:38,2025-12-19T10:09:30.000Z,33.05,3138,-72,4.002,30
D4:E9:F4:66:29:A8,2025-12-19T10:09:30.000Z,31.61,3179,-61,4.023,30
70:B8:F6:AE:A8:38,2025-12-19T10:10:00.000Z,33.02,3139,-62,4.002,30
D4:E9:F4:66:29:A8,2025-12-19T10:10:00.000Z,31.61,3179,-72,4.023,30
70:B8:F6:AE:A8:38,2025-12-19T10:10:30.000Z,33.02,3139,-59,4.002,30
D4:E9:F4:66:29:A8,2025-12-19T10:10:30.000Z,31.6,3180,-77,4.023,30
